Pred Gt
0.3310699760913849 0
0.6483035087585449 0
0.984777569770813 0
0.932773232460022 1
0.021065909415483475 1
0.0006216051406227052 1
0.7784599661827087 1
0.12115980684757233 1
0.012848909012973309 1
0.6176367998123169 1
0.032114312052726746 1
0.01592986099421978 1
0.10952761769294739 1
0.11417887359857559 0
0.001330916304141283 0
0.9213986992835999 0
0.06035691499710083 0
0.999858021736145 0
0.00016507567488588393 0
0.30286598205566406 1
0.31938090920448303 1
0.9148571491241455 1
0.9533078670501709 1
0.22958765923976898 1
0.9700961709022522 1
0.9983353018760681 1
0.4163132309913635 1
0.12727099657058716 1
0.057164791971445084 1
0.6741807460784912 0
0.5721654295921326 0
0.15397308766841888 0
0.018845750018954277 0
0.0006549461977556348 0
0.032301101833581924 1
0.03146393969655037 1
0.9995480179786682 1
0.29378125071525574 1
0.059167101979255676 1
0.9951501488685608 1
0.9979251623153687 1
0.9973799586296082 1
0.03539220243692398 1
0.8910655975341797 1
0.001961926929652691 0
0.6940228939056396 0
0.01973245106637478 0
0.014321849681437016 1
0.031223636120557785 1
0.9034962058067322 1
0.008811063133180141 1
0.999588668346405 1
0.5290541052818298 1
0.0016858940944075584 1
0.05405988544225693 1
0.2747260332107544 1
0.3441983461380005 1
0.08742470294237137 1
0.8453956842422485 1
0.5061999559402466 1
0.07653667777776718 0
5.372947271098383e-06 0
0.39033597707748413 0
2.878930445149308e-07 0
0.9727160334587097 0
0.9951229691505432 1
0.46285638213157654 1
0.17208632826805115 1
0.8463720083236694 1
0.006818902213126421 1
0.15578758716583252 1
0.5914710760116577 1
0.997177004814148 1
0.996454119682312 1
0.12742047011852264 1
0.007888655178248882 1
0.0016381597379222512 0
0.18590126931667328 0
0.008950778283178806 0
0.9906070232391357 0
0.03556531295180321 0
0.01527152955532074 0
0.9591869711875916 1
0.9995301961898804 1
0.9865239858627319 1
0.0004121952806599438 1
0.7936760187149048 1
0.6475852131843567 1
0.82081139087677 1
0.992819607257843 1
0.9677861928939819 1
0.17431332170963287 1
0.2194909155368805 1
0.0004899537889286876 0
0.8601870536804199 0
0.2619781196117401 0
0.8298608660697937 0
0.9996615648269653 0
0.013100702315568924 0
0.6194615960121155 1
0.9770195484161377 1
0.0700303241610527 1
0.9835802912712097 1
0.04660434275865555 1
0.0003273201873525977 1
0.0853150263428688 1
0.9982989430427551 1
0.007447928190231323 1
0.9987449645996094 1
0.8113359212875366 1
0.032862063497304916 0
3.5034331631322857e-06 0
0.40984979271888733 0
0.07450345158576965 0
0.012955560348927975 0
0.022823045030236244 0
0.8327786922454834 0
0.03511649742722511 1
0.6000438928604126 1
0.010010280646383762 1
0.0017517703818157315 1
0.003530871355906129 1
0.026840675622224808 1
0.04601262882351875 1
0.0007814596174284816 1
0.9468570351600647 1
0.1645144820213318 1
0.8763371706008911 1
0.021072091534733772 1
0.00040495625580661 0
5.66660710319411e-05 0
1.1605061445152387e-05 0
0.17371642589569092 0
0.11269646883010864 0
0.005315829999744892 1
0.14143520593643188 1
0.2371577024459839 1
0.7734161615371704 1
0.5889887809753418 1
0.9996805191040039 1
0.8627355098724365 1
0.9205247759819031 1
0.9566552042961121 1
0.03340620920062065 0
0.446906715631485 0
0.7561822533607483 0
0.019722962751984596 0
0.0012583829229697585 0
0.00030585849890485406 0
0.5390642285346985 1
0.9988400340080261 1
0.9999151229858398 1
0.9999791383743286 1
0.9774201512336731 1
0.8203541040420532 1
0.9968910813331604 1
0.7423703074455261 1
0.962791383266449 1
0.9983912110328674 1
0.9556770324707031 1
0.7829827070236206 0
0.9902769327163696 0
0.3723427355289459 0
0.04746024310588837 0
0.8887822031974792 1
0.18228507041931152 1
0.04609104245901108 1
0.19060078263282776 1
0.01027483120560646 1
0.4924163818359375 1
0.0016460716724395752 1
0.9351701140403748 1
0.11083947122097015 1
0.3201735317707062 1
0.36066141724586487 1
0.14830152690410614 0
0.008392207324504852 0
0.7091878652572632 0
0.00421201903373003 0
0.0001286613114643842 0
0.9416214823722839 1
0.028657592833042145 1
0.0716002807021141 1
0.9624802470207214 1
0.9992850422859192 1
0.02165880799293518 1
0.9546941518783569 1
0.8372460603713989 1
0.010647637769579887 1
0.010085091926157475 1
0.0009949805680662394 1
0.9653283953666687 1
0.005954271648079157 0
0.0012067471398040652 0
0.2407512366771698 0
0.24769441783428192 0
0.9244199395179749 0
0.9832362532615662 0
0.6207047700881958 1
0.9844993948936462 1
0.04548347368836403 1
0.0388035885989666 1
0.9803124070167542 1
0.023648090660572052 1
0.0030067546758800745 1
0.003829184453934431 1
0.8097339272499084 1
0.19303344190120697 0
0.08620378375053406 0
0.04231465607881546 0
0.36708948016166687 1
0.9890671372413635 1
0.02991424687206745 1
0.9962433576583862 1
0.9726523160934448 1
0.8729997873306274 1
0.5329390168190002 1
0.37387344241142273 1
0.1285458505153656 1
0.03583039343357086 1
0.41652044653892517 1
0.34512045979499817 0
1.6036825627452345e-06 0
4.086109584022779e-06 0
7.078775524860248e-05 0
0.008114217780530453 0
0.9999918937683105 1
0.45941928029060364 1
0.9995978474617004 1
1.0 1
0.9972967505455017 1
0.05967288836836815 1
0.9906468391418457 1
0.6897293925285339 1
0.9886393547058105 1
0.49347802996635437 0
0.976637601852417 0
0.9999607801437378 0
0.001753823715262115 0
0.8639563322067261 0
0.03169521316885948 1
0.006924215704202652 1
0.003881846321746707 1
0.08977305889129639 1
0.0005780914798378944 1
0.5456617474555969 1
0.8888726234436035 1
0.012770256958901882 1
0.10160697996616364 1
0.025708528235554695 0
0.014608281664550304 0
0.9867558479309082 0
1.0757639756775461e-06 0
0.026734793558716774 1
9.876693184196483e-06 1
0.9979636669158936 1
0.6352872252464294 1
0.010706346482038498 1
0.003985671792179346 1
4.937719495501369e-07 1
0.0004682613362092525 1
0.019981635734438896 1
0.009486613795161247 1
0.007125559728592634 0
0.9634334444999695 0
4.415314379002666e-06 0
0.0008383982931263745 0
0.8698682188987732 1
0.0005387925775721669 1
0.9954202771186829 1
0.18411855399608612 1
0.0005176773993298411 1
0.3222713768482208 1
0.01400189008563757 1
0.9988909363746643 1
7.350443775067106e-05 1
0.00877202395349741 1
0.002084363019093871 1
0.26145514845848083 1
0.975810170173645 0
0.3831770420074463 0
0.0014087477466091514 0
1.78009122464573e-05 0
0.8726183176040649 1
0.6743729710578918 1
0.9541462659835815 1
0.7755612134933472 1
0.893201470375061 1
0.9915841817855835 1
0.35427695512771606 1
0.9998691082000732 1
0.35384833812713623 1
0.9802126884460449 1
0.9804177284240723 1
0.7219958901405334 0
0.9272421002388 0
0.9147540926933289 0
0.1284107267856598 0
0.010826575569808483 0
0.9984489679336548 1
0.837561309337616 1
0.2198771983385086 1
0.9228886961936951 1
0.913812518119812 1
0.9995678067207336 1
0.9932798743247986 1
0.16344070434570312 1
0.018749846145510674 1
0.3849571645259857 0
1.3293096344568767e-05 0
0.5406938195228577 0
0.02709122560918331 0
0.0043483939953148365 0
0.9653325080871582 0
0.9207546710968018 1
0.9960711002349854 1
0.08180171996355057 1
0.04024776071310043 1
0.3832109570503235 1
0.9811800718307495 1
0.61533123254776 1
0.9965965151786804 1
0.6406500935554504 1
0.9955506324768066 1
0.6989875435829163 0
0.9858476519584656 0
0.9917520880699158 0
0.0017790639540180564 0
0.13619990646839142 0
0.00487640593200922 1
0.999923825263977 1
0.046353477984666824 1
0.6250982880592346 1
0.9914886951446533 1
0.9793614745140076 1
0.3640435039997101 1
0.9182003736495972 1
0.04305518418550491 1
0.018997088074684143 1
0.9822441935539246 1
0.01857239380478859 0
0.14817307889461517 0
1.5115548194444273e-05 0
0.9984018206596375 0
0.2575720250606537 0
0.789341151714325 0
0.9999879598617554 1
0.004734847694635391 1
0.07311445474624634 1
0.9885901808738708 1
0.08782745152711868 1
0.04616239666938782 1
0.9956299066543579 1
0.0038388113025575876 1
0.0023352294228971004 1
0.9998095631599426 1
0.9125843644142151 0
0.0023798211477696896 0
0.8381356596946716 0
0.0064013064838945866 0
0.043611180037260056 0
0.6951010823249817 0
0.01198920700699091 1
0.04382124915719032 1
0.9992827773094177 1
0.02941988781094551 1
0.6313341856002808 1
0.9987906813621521 1
0.9127370119094849 1
0.08519773930311203 1
0.012331361882388592 1
0.0020674061961472034 1
0.016909191384911537 1
0.9966721534729004 0
0.8136534094810486 0
0.9999845027923584 0
0.06047024577856064 0
0.9986621141433716 1
0.28121837973594666 1
0.9571171998977661 1
0.9975622892379761 1
0.996522068977356 1
0.9975244402885437 1
0.9685856103897095 1
0.9478962421417236 1
0.08201126754283905 1
0.9992839694023132 1
0.5578364729881287 1
0.9996393918991089 1
0.02130291424691677 0
0.7624990940093994 0
0.9960373640060425 0
0.3704022169113159 0
0.11374680697917938 0
0.00364233017899096 0
0.14890050888061523 1
0.999664306640625 1
0.999643087387085 1
0.882022500038147 1
0.8616902232170105 1
0.5756192803382874 1
0.002170553896576166 1
0.8611957430839539 1
0.35405415296554565 1
0.09667323529720306 1
0.005841834936290979 0
0.0045530349016189575 0
0.6256750226020813 0
0.00016558865900151432 0
0.00013142495299689472 0
0.0012452227529138327 0
0.04087603837251663 0
0.9996531009674072 1
0.8910679221153259 1
0.8762120604515076 1
0.002438928000628948 1
0.25761011242866516 1
0.0030065004248172045 1
0.9877275228500366 1
0.9328257441520691 1
0.9931864738464355 1
0.06773900240659714 1
0.7056187987327576 1
0.8145729899406433 0
0.3723118305206299 0
0.22322505712509155 0
0.9987812638282776 0
0.3423228859901428 0
0.6335626840591431 1
0.7849298119544983 1
0.007818544283509254 1
0.19807665050029755 1
0.9807289242744446 1
0.45924055576324463 1
0.9571866989135742 1
0.9995071887969971 1
0.9957281947135925 1
0.9998112320899963 1
0.999858021736145 0
0.07993134111166 0
0.5149431228637695 0
0.012849507853388786 0
0.0003416221879888326 0
0.9990280866622925 1
0.9829016923904419 1
2.550738281570375e-05 1
0.0006506646168418229 1
6.993639090069337e-06 1
0.1207803264260292 1
0.004884743131697178 1
0.008951735682785511 1
0.03161928802728653 1
0.020584018900990486 0
0.3265547454357147 0
8.997442637337372e-05 0
0.000718171417247504 0
0.00028355419635772705 0
0.1316463053226471 0
0.0007163211703300476 1
0.003464297391474247 1
0.0728234201669693 1
0.5465871691703796 1
0.5763784050941467 1
0.08236480504274368 1
0.7525463104248047 1
0.989997923374176 1
0.7669145464897156 1
0.9526377320289612 1
0.11920181661844254 1
0.8561244010925293 1
2.5355377601954388e-06 0
4.009352778666653e-07 0
0.004712215159088373 1
0.1339409053325653 1
0.9927412271499634 1
0.43003639578819275 1
0.5226591229438782 1
0.07389459013938904 1
0.06376291811466217 1
0.6524645090103149 1
0.5675138831138611 1
0.6616626381874084 0
0.06262852996587753 0
0.6511756777763367 0
0.00035058544017374516 0
0.028056148439645767 0
0.8981892466545105 0
0.007523800246417522 0
0.14909976720809937 0
0.9722321033477783 1
0.0022816630080342293 1
0.9886263012886047 1
0.8869947195053101 1
0.9847372174263 1
0.18528205156326294 1
0.5169722437858582 1
0.9875994920730591 1
0.0021719569340348244 1
0.5016265511512756 1
0.11118569225072861 1
0.04756959155201912 0
0.9319943189620972 0
0.5181163549423218 0
0.0028043093625456095 0
0.9728327989578247 0
0.8384363055229187 0
0.032155897468328476 0
0.43183884024620056 0
0.11364638805389404 1
0.004621643573045731 1
0.02804373949766159 1
0.951898455619812 1
0.9783473014831543 1
0.1307767629623413 1
0.701253354549408 1
0.9970341920852661 1
0.24460239708423615 0
0.6978344321250916 0
0.09368759393692017 0
0.00041381438495591283 0
3.4237589716212824e-05 0
0.03777283430099487 0
1.0331301382393576e-05 0
0.496408075094223 0
0.07423753291368484 1
0.9661662578582764 1
0.10243115574121475 1
0.2854388654232025 1
0.10716515779495239 1
0.24375441670417786 1
0.11465491354465485 1
0.06432129442691803 1
4.105506832274841e-06 0
0.03852664306759834 0
0.8130409121513367 0
0.0007921133656054735 0
0.0005719602340832353 0
0.9581016302108765 1
0.20359410345554352 1
0.984241783618927 1
0.015381171368062496 1
0.005186228081583977 1
0.7976188063621521 1
0.9674900770187378 1
0.9991723299026489 1
0.04130566120147705 1
0.9796013832092285 1
0.9307538270950317 0
0.9010938405990601 0
0.7636476159095764 0
0.9208784699440002 0
0.9498305320739746 0
0.7792971134185791 1
0.9134181141853333 1
0.9382563829421997 1
0.617806077003479 1
0.22896787524223328 1
0.7562388181686401 1
0.9742711186408997 1
0.9285616278648376 1
1.9659029931062832e-05 0
0.010355023667216301 0
0.1603047400712967 0
0.06684661656618118 0
0.999743640422821 1
0.9997180104255676 1
0.9847235679626465 1
0.9988947510719299 1
0.9510882496833801 1
0.9974251985549927 1
0.9941534399986267 1
0.9999580383300781 1
0.9350627660751343 1
0.9989866614341736 1
0.011241845786571503 0
0.9881696701049805 0
0.0017699330346658826 0
0.9946669340133667 0
0.9948428273200989 0
